|Posición|Descripcion|conc
179|030285|"Dorada """"Sparidae"""" fresca o refrigerada"""""|"030285 - Dorada """"Sparidae"""" fresca o refrigerada"""""
180|030289|Pescado fresco o refrigerado, nep|030289 - Pescado fresco o refrigerado, nep
181|030290|Hígados, huevas o lechas comestibles, frescos o refrigerados|030290 - Hígados, huevas o lechas comestibles, frescos o refrigerados
182|030291|Hígados de pescado frescos o refrigerados, huevas y leche|030291 - Hígados de pescado frescos o refrigerados, huevas y leche
183|030292|Aletas de tiburón frescas o refrigeradas|030292 - Aletas de tiburón frescas o refrigeradas
184|030299|Aletas, cabezas, colas, peces y demás despojos de pescado comestibles, frescos o refrigerados ...|030299 - Aletas, cabezas, colas, peces y demás despojos de pescado comestibles, frescos o refrigerados ...
185|030310|Salmones del pacifico congelado, excluidos filetes, higados, huevas y lechas.|030310 - Salmones del pacifico congelado, excluidos filetes, higados, huevas y lechas.
186|030311|"Salmones rojos """"Oncorhynchus nerka"""", congelados"""""|"030311 - Salmones rojos """"Oncorhynchus nerka"""", congelados"""""
187|030312|"Salmones del Pacífico (excluido el salmón rojo, """"rojo salmón"""") congelados"""""|"030312 - Salmones del Pacífico (excluido el salmón rojo, """"rojo salmón"""") congelados"""""
188|030313|"Salmones del Atlántico """"Salmo salar"""" y salmones del Danubio """"Hucho hucho"""" congelados"""""|"030313 - Salmones del Atlántico """"Salmo salar"""" y salmones del Danubio """"Hucho hucho"""" congelados"""""
189|030314|"Truchas congeladas """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ..."""|"030314 - Truchas congeladas """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ..."""
190|030319|Salmónidos congelados (excepto la trucha y el Pacífico, Atlántico y salmón del Danubio)|030319 - Salmónidos congelados (excepto la trucha y el Pacífico, Atlántico y salmón del Danubio)
191|030321|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030321 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
192|030322|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030322 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
193|030323|"Congelados de tilapia """"Oreochromis spp."""""""""|"030323 - Congelados de tilapia """"Oreochromis spp."""""""""
194|030324|"Bagre congelado """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus spp."""""""""|"030324 - Bagre congelado """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus spp."""""""""
195|030325|"Carpa congelada """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ..."""|"030325 - Carpa congelada """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ..."""
196|030326|"Anguilas """"Anguilla spp."""", congeladas"""""|"030326 - Anguilas """"Anguilla spp."""", congeladas"""""
197|030329|Perca del Nilo (Lates niloticus) y cabezas de serpiente (Channa spp.) congeladas|030329 - Perca del Nilo (Lates niloticus) y cabezas de serpiente (Channa spp.) congeladas
198|030331|"Halibut """"fletán"""" """"Reinhardtius hippoglossoides"""", """"Hippoglossus hippoglossus"""" e """"Hippoglossus ..."""|"030331 - Halibut """"fletán"""" """"Reinhardtius hippoglossoides"""", """"Hippoglossus hippoglossus"""" e """"Hippoglossus ..."""
199|030332|"Sollas """"Pleuronectes platessa"""", congeladas"""""|"030332 - Sollas """"Pleuronectes platessa"""", congeladas"""""
200|030333|"Lenguados """"Solea spp."""", congelados"""""|"030333 - Lenguados """"Solea spp."""", congelados"""""
201|030334|"Rodaballo """"Psetta maxima"""" congelado"""""|"030334 - Rodaballo """"Psetta maxima"""" congelado"""""
202|030339|"Peces planos """"Pleuronectidae, Bótidos, Cynoglósidos, Soleidae, Escoftálmidos y Citáridos"""" ..."""|"030339 - Peces planos """"Pleuronectidae, Bótidos, Cynoglósidos, Soleidae, Escoftálmidos y Citáridos"""" ..."""
203|030341|"Albacoras o atunes blancos """"Thunnus alalunga"""", congelados"""""|"030341 - Albacoras o atunes blancos """"Thunnus alalunga"""", congelados"""""
204|030342|"Atunes de aleta amarilla o rabiles """"Thunnus albacares"""", congelados"""""|"030342 - Atunes de aleta amarilla o rabiles """"Thunnus albacares"""", congelados"""""
205|030343|Listados o bonitos de vientre rayado, congelados|030343 - Listados o bonitos de vientre rayado, congelados
206|030344|"Patudos o atunes ojo grande """"Thunnus obesus"""", congelados"""""|"030344 - Patudos o atunes ojo grande """"Thunnus obesus"""", congelados"""""
207|030345|Atún del Atlántico y el atún rojo del Pacífico (Thunnus thynnus, Thunnus orientalis) congelados|030345 - Atún del Atlántico y el atún rojo del Pacífico (Thunnus thynnus, Thunnus orientalis) congelados
208|030346|"Atunes del sur """"Thunnus maccoyii"""", congelados"""""|"030346 - Atunes del sur """"Thunnus maccoyii"""", congelados"""""
209|030349|"Atún congelado del género """"Thunnus"""" (sin Thunnus alalunga, Thunnus albacares, Thunnus obesus, ..."""|"030349 - Atún congelado del género """"Thunnus"""" (sin Thunnus alalunga, Thunnus albacares, Thunnus obesus, ..."""
210|030350|"Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""|"030350 - Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""
211|030351|"Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""|"030351 - Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""
212|030352|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Arenques ...|030352 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Arenques ...
213|030353|"Sardinas congeladas """"Sardina pilchardus, Sardinops spp."""", Alacha """"Sardinella spp."""" Espadines ..."""|"030353 - Sardinas congeladas """"Sardina pilchardus, Sardinops spp."""", Alacha """"Sardinella spp."""" Espadines ..."""
214|030354|"Caballa """"Scomber scombrus, Scomber australasicus, Scomber japonicus"""" congelada"""""|"030354 - Caballa """"Scomber scombrus, Scomber australasicus, Scomber japonicus"""" congelada"""""
215|030355|"Jack y jurel """"Trachurus spp."""" congelados"""""|"030355 - Jack y jurel """"Trachurus spp."""" congelados"""""
216|030356|"Cobia """"Rachycentron canadum"""" congelada"""""|"030356 - Cobia """"Rachycentron canadum"""" congelada"""""
217|030357|"Pez espada """"Xiphias gladius"""", congelado"""""|"030357 - Pez espada """"Xiphias gladius"""", congelado"""""
218|030359|"Anchoas congeladas """"Engraulis spp."""", Caballas indias """"Rastrelliger spp."""", Pez espárragos ..."""|"030359 - Anchoas congeladas """"Engraulis spp."""", Caballas indias """"Rastrelliger spp."""", Pez espárragos ..."""
219|030360|"Bacalaos """"Gadus morhua"""", """"Gadus ogac"""", """"Gadus macrocephalus"""", congelados"""""|"030360 - Bacalaos """"Gadus morhua"""", """"Gadus ogac"""", """"Gadus macrocephalus"""", congelados"""""
220|030361|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...|030361 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...
221|030362|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...|030362 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...
222|030363|"Bacalao congelado """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""""""""|"030363 - Bacalao congelado """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""""""""
223|030364|"Eglefinos """"Melanogrammus aeglefinus"""", congelados"""""|"030364 - Eglefinos """"Melanogrammus aeglefinus"""", congelados"""""
224|030365|"Carboneros """"Pollachius virens"""", congelados"""""|"030365 - Carboneros """"Pollachius virens"""", congelados"""""
225|030366|"Congelados de merluza """"Merluccius spp., Urophycis spp."""""""""|"030366 - Congelados de merluza """"Merluccius spp., Urophycis spp."""""""""
226|030367|"Abadejo de Alaska congelado """"Theragra chalcogramma"""""""""|"030367 - Abadejo de Alaska congelado """"Theragra chalcogramma"""""""""
227|030368|"Bacaladilla """"Micromesistius poutassou, Micromesistius australis"""" congelada"""""|"030368 - Bacaladilla """"Micromesistius poutassou, Micromesistius australis"""" congelada"""""
228|030369|Pescado congelado de la Bregmacerotidae familias, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...|030369 - Pescado congelado de la Bregmacerotidae familias, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...
229|030371|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030371 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
230|030372|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030372 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
231|030373|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030373 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
232|030374|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030374 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
233|030375|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030375 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
234|030376|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030376 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
235|030377|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030377 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
236|030378|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030378 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
237|030379|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030379 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
238|030380|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Hígados, ...|030380 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Hígados, ...
239|030381|Escualos congelados|030381 - Escualos congelados
240|030382|"Rayas congeladas y patines """"Rajidae"""""""""|"030382 - Rayas congeladas y patines """"Rajidae"""""""""
241|030383|"Róbalos de profundidad """"Dissostichus spp."""", congelados"""""|"030383 - Róbalos de profundidad """"Dissostichus spp."""", congelados"""""
242|030384|"Lubina """"Dicentrarchus spp."""" congelada"""""|"030384 - Lubina """"Dicentrarchus spp."""" congelada"""""
243|030389|Pescado congelado, nep|030389 - Pescado congelado, nep
244|030390|Hígados, huevas y lechas de pescado congelado|030390 - Hígados, huevas y lechas de pescado congelado
245|030391|Hígados, huevas y leche de pescado congelados|030391 - Hígados, huevas y leche de pescado congelados
246|030392|Aletas de tiburón congeladas|030392 - Aletas de tiburón congeladas
247|030399|Aletas de pescado congeladas, cabezas, colas, peces y demás despojos de pescado comestibles ...|030399 - Aletas de pescado congeladas, cabezas, colas, peces y demás despojos de pescado comestibles ...
248|030410|Filetes y demás carne de pescado, incl. picada, frescos o refrigerados|030410 - Filetes y demás carne de pescado, incl. picada, frescos o refrigerados
249|030411|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030411 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
250|030412|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030412 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
251|030419|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030419 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
252|030420|Filetes congelados|030420 - Filetes congelados
253|030421|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...|030421 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...
254|030422|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...|030422 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...
255|030429|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...|030429 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...
256|030431|"Filetes frescos o refrigerados de tilapia """"Oreochromis spp."""""""""|"030431 - Filetes frescos o refrigerados de tilapia """"Oreochromis spp."""""""""
257|030432|"Filetes frescos o refrigerados de bagre """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus ..."""|"030432 - Filetes frescos o refrigerados de bagre """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus ..."""
258|030433|"Filetes frescos o refrigerados de perca del Nilo """"Lates niloticus"""""""""|"030433 - Filetes frescos o refrigerados de perca del Nilo """"Lates niloticus"""""""""
259|030439|"Filetes frescos o refrigerados de la carpa """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ..."""|"030439 - Filetes frescos o refrigerados de la carpa """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ..."""
260|030441|"Filetes de salmones del Pacífico """"Oncorhynchus nerka"""", """"Oncorhynchus gorbuscha"""", """"Oncorhynchus ..."""|"030441 - Filetes de salmones del Pacífico """"Oncorhynchus nerka"""", """"Oncorhynchus gorbuscha"""", """"Oncorhynchus ..."""
